Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 patches.py:1095(get_path)
        5    0.000    0.000    0.000    0.000 patches.py:1129(set_xy)
        5    0.000    0.000    0.000    0.000 patches.py:2208(__new__)
        5    0.000    0.000    0.000    0.000 patches.py:2219(<listcomp>)
        5    0.000    0.000    0.000    0.000 patches.py:2220(<dictcomp>)
        5    0.000    0.000    0.000    0.000 patches.py:2431(__init__)
       10    0.000    0.000    0.001    0.000 patches.py:2443(__call__)
    30735    0.124    0.000    5.077    0.000 patches.py:260(get_transform)
      260    0.000    0.000    0.001    0.000 patches.py:271(get_patch_transform)
      110    0.000    0.000    0.001    0.000 patches.py:302(set_antialiased)
      285    0.001    0.000    0.004    0.000 patches.py:315(_set_edgecolor)
      180    0.000    0.000    0.003    0.000 patches.py:330(set_edgecolor)
      285    0.001    0.000    0.011    0.000 patches.py:341(_set_facecolor)
      180    0.000    0.000    0.008    0.000 patches.py:348(set_facecolor)
        5    0.000    0.000    0.000    0.000 patches.py:359(set_color)
        5    0.000    0.000    0.000    0.000 patches.py:375(set_alpha)
      180    0.001    0.000    0.002    0.000 patches.py:382(set_linewidth)
        5    0.000    0.000    0.002    0.000 patches.py:3862(__init__)
        5    0.000    0.000    0.000    0.000 patches.py:3933(set_boxstyle)
      100    0.002    0.000    0.003    0.000 patches.py:397(set_linestyle)
       10    0.000    0.000    0.000    0.000 patches.py:3973(get_boxstyle)
       10    0.000    0.000    0.000    0.000 patches.py:3977(set_mutation_scale)
       10    0.000    0.000    0.000    0.000 patches.py:3988(get_mutation_scale)
       10    0.000    0.000    0.000    0.000 patches.py:4003(get_mutation_aspect)
       10    0.001    0.000    0.004    0.000 patches.py:4008(get_path)
       10    0.000    0.000    0.000    0.000 patches.py:4098(set_bounds)
      100    0.000    0.000    0.005    0.000 patches.py:432(set_fill)
      165    0.001    0.000    0.002    0.000 patches.py:454(set_capstyle)
      100    0.006    0.000    0.037    0.000 patches.py:46(__init__)
      100    0.000    0.000    0.001    0.000 patches.py:474(set_joinstyle)
      100    0.000    0.000    0.001    0.000 patches.py:494(set_hatch)
      160    0.004    0.000    0.037    0.000 patches.py:531(_draw_paths_with_artist_properties)
      200    0.002    0.000    0.062    0.000 patches.py:580(draw)
      150    0.001    0.000    0.025    0.000 patches.py:601(get_window_extent)
       25    0.001    0.000    0.023    0.001 patches.py:687(__init__)
       50    0.000    0.000    0.000    0.000 patches.py:728(get_path)
    30500    0.165    0.000    0.374    0.000 patches.py:732(_convert_units)
    30475    0.566    0.000    4.458    0.000 patches.py:740(get_patch_transform)
    60950    0.027    0.000    0.027    0.000 patches.py:761(rotation_point)
       25    0.000    0.000    0.000    0.000 patches.py:766(rotation_point)
    30475    0.114    0.000    1.426    0.000 patches.py:874(get_bbox)
    61084    0.160    0.000    0.308    0.000 path.py:162(_fast_from_codes_and_verts)
   211875    0.732    0.000    1.545    0.000 path.py:202(_update_values)
   515502    0.189    0.000    0.189    0.000 path.py:211(vertices)
   514361    0.126    0.000    0.126    0.000 path.py:225(codes)
   242029    0.064    0.000    0.064    0.000 path.py:244(simplify_threshold)
   242029    0.064    0.000    0.064    0.000 path.py:256(should_simplify)
      303    0.001    0.000    0.023    0.000 path.py:281(__deepcopy__)
    60330    0.091    0.000    0.119    0.000 path.py:351(__len__)
   663630    4.289    0.000   20.415    0.000 path.py:354(iter_segments)
   663630    4.002    0.000   41.118    0.000 path.py:420(iter_bezier)
    60330    0.227    0.000    1.495    0.000 path.py:467(cleaned)
    30150    0.139    0.000    1.271    0.000 path.py:486(transformed)
    60480    6.142    0.000  301.913    0.005 path.py:604(get_extents)
       50    0.000    0.000    0.000    0.000 path.py:731(unit_rectangle)
    30150    0.022    0.000    0.022    0.000 path.py:801(unit_circle)
        1    0.000    0.000    0.000    0.000 path.py:813(circle)
   211875    1.381    0.000    7.642    0.000 path.py:99(__init__)
       82    0.000    0.000    0.019    0.000 pathlib.py:1008(stat)
        2    0.000    0.000    0.000    0.000 pathlib.py:1036(open)
       81    0.000    0.000    0.020    0.000 pathlib.py:1230(exists)
      777    0.002    0.000    0.003    0.000 pathlib.py:147(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:427(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:434(__len__)
        1    0.000    0.000    0.000    0.000 pathlib.py:440(__getitem__)
      312    0.003    0.000    0.023    0.000 pathlib.py:484(_parse_args)
      309    0.001    0.000    0.024    0.000 pathlib.py:504(_from_parts)
       86    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
      310    0.001    0.000    0.001    0.000 pathlib.py:523(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
      390    0.002    0.000    0.003    0.000 pathlib.py:536(__str__)
       85    0.000    0.000    0.001    0.000 pathlib.py:546(__fspath__)
      392    0.007    0.000    0.023    0.000 pathlib.py:56(parse_parts)
      160    0.000    0.000    0.000    0.000 pathlib.py:622(name)
       80    0.001    0.000    0.004    0.000 pathlib.py:667(with_name)
        3    0.000    0.000    0.000    0.000 pathlib.py:765(__truediv__)
        2    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
        1    0.000    0.000    0.000    0.000 pathlib.py:787(parents)
      308    0.002    0.000    0.026    0.000 pathlib.py:868(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.001    0.001 pathlib.py:981(resolve)
       25    0.002    0.000    0.010    0.000 pickle.py:1056(save_global)
       10    0.000    0.000    0.003    0.000 pickle.py:1122(save_type)
        5    0.000    0.000    0.000    0.000 pickle.py:205(__init__)
        5    0.000    0.000    0.000    0.000 pickle.py:209(start_framing)
        5    0.000    0.000    0.000    0.000 pickle.py:212(end_framing)
      610    0.001    0.000    0.002    0.000 pickle.py:217(commit_frame)
      985    0.001    0.000    0.002    0.000 pickle.py:241(write)
       25    0.000    0.000    0.001    0.000 pickle.py:322(_getattribute)
       25    0.000    0.000    0.001    0.000 pickle.py:335(whichmodule)
        5    0.003    0.001    0.004    0.001 pickle.py:409(__init__)
        5    0.002    0.000    0.051    0.010 pickle.py:476(dump)
      315    0.003    0.000    0.004    0.000 pickle.py:491(memoize)
      315    0.000    0.000    0.000    0.000 pickle.py:514(put)
       75    0.000    0.000    0.000    0.000 pickle.py:526(get)
    595/5    0.008    0.000    0.047    0.009 pickle.py:535(save)
      595    0.000    0.000    0.000    0.000 pickle.py:605(persistent_id)
     30/5    0.001    0.000    0.042    0.008 pickle.py:621(save_reduce)
       35    0.000    0.000    0.000    0.000 pickle.py:740(save_none)
       35    0.000    0.000    0.000    0.000 pickle.py:744(save_bool)
      110    0.000    0.000    0.001    0.000 pickle.py:751(save_long)
       10    0.000    0.000    0.001    0.000 pickle.py:782(save_float)
        5    0.000    0.000    0.000    0.000 pickle.py:789(save_bytes)
      205    0.001    0.000    0.006    0.000 pickle.py:851(save_str)
    50/40    0.000    0.000    0.004    0.000 pickle.py:874(save_tuple)
     15/5    0.000    0.000    0.036    0.007 pickle.py:965(save_dict)
     15/5    0.001    0.000    0.035    0.007 pickle.py:978(_batch_setitems)
       11    0.000    0.000    0.000    0.000 pkgutil.py:407(get_importer)
        1    0.000    0.000    0.005    0.005 pkgutil.py:506(extend_path)
   965280    0.198    0.000    0.198    0.000 polynomial.py:167(_roots_dispatcher)
   965280   19.007    0.000  126.702    0.000 polynomial.py:171(roots)
       25    0.000    0.000    0.000    0.000 process.py:198(daemon)
       25    0.000    0.000    0.000    0.000 process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 pydoc.py:104(_finddoc)
        6    0.000    0.000    0.000    0.000 pydoc.py:1167(bold)
       57    0.000    0.000    0.000    0.000 pydoc.py:1169(<genexpr>)
        6    0.000    0.000    0.000    0.000 pydoc.py:1171(indent)
        6    0.000    0.000    0.000    0.000 pydoc.py:1174(<listcomp>)
        1    0.000    0.000    0.034    0.034 pydoc.py:1302(docclass)
        1    0.000    0.000    0.000    0.000 pydoc.py:1308(makename)
        1    0.000    0.000    0.000    0.000 pydoc.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1362(HorizontalRule)
        1    0.000    0.000    0.000    0.000 pydoc.py:1363(__init__)
        2    0.000    0.000    0.000    0.000 pydoc.py:1365(maybe)
        3    0.000    0.000    0.003    0.001 pydoc.py:1371(spill)
        2    0.000    0.000    0.001    0.000 pydoc.py:1388(spilldescriptors)
        1    0.000    0.000    0.000    0.000 pydoc.py:1397(spilldata)
        1    0.000    0.000    0.000    0.000 pydoc.py:1412(<listcomp>)
       49    0.000    0.000    0.000    0.000 pydoc.py:1421(<lambda>)
        5    0.000    0.000    0.000    0.000 pydoc.py:1436(<lambda>)
        2    0.000    0.000    0.000    0.000 pydoc.py:1438(<lambda>)
        2    0.000    0.000    0.000    0.000 pydoc.py:1440(<lambda>)
        2    0.000    0.000    0.000    0.000 pydoc.py:1442(<lambda>)
        2    0.000    0.000    0.000    0.000 pydoc.py:1444(<lambda>)
        3    0.000    0.000    0.003    0.001 pydoc.py:1460(docroutine)
        2    0.000    0.000    0.000    0.000 pydoc.py:1515(docdata)
        7    0.001    0.000    0.001    0.000 pydoc.py:155(_getowndoc)
        1    0.000    0.000    0.004    0.004 pydoc.py:1552(pager)
        1    0.000    0.000    0.000    0.000 pydoc.py:1558(getpager)
        1    0.000    0.000    0.000    0.000 pydoc.py:1594(plain)
        1    0.000    0.000    0.000    0.000 pydoc.py:1634(_escape_stdout)
        1    0.000    0.000    0.004    0.004 pydoc.py:1683(plainpager)
        1    0.000    0.000    0.000    0.000 pydoc.py:1687(describe)
        7    0.000    0.000    0.001    0.000 pydoc.py:170(_getdoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1739(resolve)
        1    0.000    0.000    0.035    0.035 pydoc.py:1753(render_doc)
        1    0.000    0.000    0.039    0.039 pydoc.py:1780(doc)
        6    0.000    0.000    0.028    0.005 pydoc.py:186(getdoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1987(output)
        1    0.000    0.000    0.039    0.039 pydoc.py:1999(__call__)
        1    0.000    0.000    0.000    0.000 pydoc.py:200(classname)
        1    0.000    0.000    0.039    0.039 pydoc.py:2042(help)
        3    0.000    0.000    0.000    0.000 pydoc.py:234(_is_bound_method)
        8    0.000    0.000    0.000    0.000 pydoc.py:257(_split_list)
       50    0.000    0.000    0.000    0.000 pydoc.py:276(visiblename)
        1    0.000    0.000    0.002    0.002 pydoc.py:300(classify_class_attrs)
        1    0.000    0.000    0.000    0.000 pydoc.py:311(sort_attributes)
        1    0.000    0.000    0.000    0.000 pydoc.py:317(<dictcomp>)
        5    0.000    0.000    0.000    0.000 pydoc.py:320(<lambda>)
      4/1    0.000    0.000    0.035    0.035 pydoc.py:471(document)
        1    0.000    0.000    0.000    0.000 pyplot.py:122(install_repl_displayhook)
        5    0.000    0.000    0.203    0.041 pyplot.py:1296(subplots)
        5    0.000    0.000    0.023    0.005 pyplot.py:1766(xticks)
        5    0.000    0.000    0.020    0.004 pyplot.py:1829(yticks)
       11    0.000    0.000    0.003    0.000 pyplot.py:184(_get_required_interactive_framework)
       30    0.000    0.000    0.104    0.003 pyplot.py:197(_get_backend_mod)
        5    0.000    0.000    0.252    0.050 pyplot.py:2056(colorbar)
      3/1    0.000    0.000    0.104    0.104 pyplot.py:211(switch_backend)
        5    0.002    0.000    0.884    0.177 pyplot.py:2131(matshow)
       90    0.000    0.000    0.002    0.000 pyplot.py:2235(gca)
        5    0.000    0.000    0.000    0.000 pyplot.py:2241(gci)
        5    0.000    0.000    0.026    0.005 pyplot.py:2636(legend)
        1    0.000    0.000    0.000    0.000 pyplot.py:288(backend_mod)
       45    0.000    0.000    0.035    0.001 pyplot.py:2911(text)
        5    0.000    0.000    0.000    0.000 pyplot.py:3004(sci)
       10    0.000    0.000    0.005    0.000 pyplot.py:3010(title)
        5    0.000    0.000    0.001    0.000 pyplot.py:3017(xlabel)
        5    0.000    0.000    0.001    0.000 pyplot.py:3025(ylabel)
       10    0.002    0.000    0.109    0.011 pyplot.py:334(_warn_if_gui_out_of_main_thread)
       10    0.002    0.000    0.627    0.063 pyplot.py:356(new_figure_manager)
       10    0.000    0.000    0.001    0.000 pyplot.py:363(draw_if_interactive)
       10    0.006    0.001    0.637    0.064 pyplot.py:666(figure)
   336558    0.459    0.000    1.395    0.000 pyplot.py:808(_auto_draw_if_interactive)
      110    0.001    0.000    0.001    0.000 pyplot.py:829(gcf)
       10    0.001    0.000    0.002    0.000 pyplot.py:850(get_fignums)
        8    0.000    0.000    0.011    0.001 pyplot.py:889(close)
       10    0.000    0.000  341.217   34.122 pyplot.py:951(savefig)
        1    0.000    0.000    0.079    0.079 qt_compat.py:1(<module>)
        9    0.000    0.000    0.000    0.000 qt_compat.py:155(_enum)
       80    0.001    0.000    0.002    0.000 qt_compat.py:171(_devicePixelRatioF)
       80    0.000    0.000    0.002    0.000 qt_compat.py:190(_setDevicePixelRatio)
        1    0.000    0.000    0.000    0.000 qt_compat.py:272(__getattr__)
        3    0.001    0.000    0.079    0.026 qt_compat.py:71(_setup_pyqt5plus)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
    30150    0.029    0.000    0.038    0.000 random.py:235(_randbelow_with_getrandbits)
        1    0.031    0.031    0.069    0.069 random.py:382(sample)
    60000    0.050    0.000    0.060    0.000 random.py:517(uniform)
       15    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       15    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        3    0.000    0.000    0.000    0.000 rcsetup.py:252(validate_backend)
        3    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 readers.py:15(FileReader)
        2    0.000    0.000    0.000    0.000 readers.py:16(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:27(files)
        1    0.000    0.000    0.000    0.000 readers.py:31(ZipReader)
        1    0.000    0.000    0.000    0.000 readers.py:53(MultiplexedPath)
      215    0.003    0.000    0.089    0.000 scale.py:103(set_default_locators_and_formatters)
